nrows	sim_id	rxn_type	mean_abort_per_m	sd_abort_per_m	total_abort	total_time	abort_freq
2	314	preterm_both_hit_intact	2989	NA	2989	999999	0.002989
2	316	preterm_5_hit_intact	19756	NA	19756	999999	0.019756
2	316	preterm_no_hit_intact	16729	NA	16729	999999	0.016729
2	317	preterm_5_hit_intact	86788	NA	86788	999999	0.086788
2	317	preterm_no_hit_intact	84120	NA	84120	999999	0.08412
2	318	preterm_5_hit_intact	35154	NA	35154	623056	0.056422
2	318	preterm_both_hit_intact	160945	NA	160945	623056	0.258315
2	319	preterm_3_hit_intact	37585	NA	37585	503214	0.07469
2	319	preterm_both_hit_intact	139477	NA	139477	503214	0.277172
2	32	preterm_5_hit_intact	2	NA	2	999113	2e-6
2	32	preterm_no_hit_intact	2845	NA	2845	999113	0.002848
2	320	preterm_5_hit_intact	44135	NA	44135	999999	0.044135
2	320	preterm_no_hit_intact	303676	NA	303676	999999	0.303676
2	321	preterm_5_hit_intact	16783	NA	16783	999999	0.016783
2	321	preterm_no_hit_intact	330716	NA	330716	999999	0.330716
2	322	preterm_5_hit_intact	117626	NA	117626	940407	0.12508
2	322	preterm_both_hit_intact	187720	NA	187720	940407	0.199616
2	323	preterm_3_hit_intact	84962	NA	84962	542054	0.156741
2	323	preterm_both_hit_intact	127505	NA	127505	542054	0.235226
2	324	preterm_5_hit_intact	272130	NA	272130	999999	0.27213
2	324	preterm_both_hit_intact	55848	NA	55848	999999	0.055848
2	325	preterm_3_hit_intact	235797	NA	235797	809853	0.29116
2	325	preterm_both_hit_intact	46303	NA	46303	809853	0.057175
2	326	preterm_5_hit_intact	308442	NA	308442	999999	0.308442
2	326	preterm_both_hit_intact	20479	NA	20479	999999	0.020479
2	327	preterm_3_hit_intact	278012	NA	278012	896222	0.310204
2	327	preterm_both_hit_intact	21378	NA	21378	896222	0.023853
2	328	preterm_5_hit_intact	327938	NA	327938	999999	0.327938
2	328	preterm_both_hit_intact	1935	NA	1935	999999	0.001935
2	329	preterm_3_hit_intact	303520	NA	303520	999999	0.30352
2	329	preterm_both_hit_intact	9532	NA	9532	999999	0.009532
2	331	preterm_5_hit_intact	36547	NA	36547	394135	0.092727
2	331	preterm_no_hit_intact	47224	NA	47224	394135	0.119817
2	332	preterm_5_hit_intact	45283	NA	45283	374178	0.12102
2	332	preterm_no_hit_intact	83117	NA	83117	374178	0.222132
2	333	preterm_5_hit_intact	27177	NA	27177	467981	0.058073
2	333	preterm_both_hit_intact	86042	NA	86042	467981	0.183858
2	334	preterm_3_hit_intact	27801	NA	27801	427067	0.065098
2	334	preterm_both_hit_intact	82356	NA	82356	427067	0.192841
2	335	preterm_5_hit_intact	17103	NA	17103	999999	0.017103
2	335	preterm_no_hit_intact	337715	NA	337715	999999	0.337715
2	336	preterm_5_hit_intact	16606	NA	16606	999999	0.016606
2	336	preterm_no_hit_intact	332781	NA	332781	999999	0.332781
2	337	preterm_5_hit_intact	96139	NA	96139	801921	0.119886
2	337	preterm_both_hit_intact	115157	NA	115157	801921	0.143601
2	338	preterm_3_hit_intact	81899	NA	81899	725086	0.112951
2	338	preterm_both_hit_intact	88480	NA	88480	725086	0.122027
2	339	preterm_5_hit_intact	253590	NA	253590	999999	0.25359
2	339	preterm_both_hit_intact	44810	NA	44810	999999	0.04481
2	340	preterm_3_hit_intact	154919	NA	154919	593527	0.261014
2	340	preterm_both_hit_intact	25431	NA	25431	593527	0.042847
2	341	preterm_5_hit_intact	287124	NA	287124	999999	0.287124
2	341	preterm_both_hit_intact	16865	NA	16865	999999	0.016865
2	342	preterm_3_hit_intact	178378	NA	178378	728331	0.244913
2	342	preterm_both_hit_intact	11728	NA	11728	728331	0.016103
2	343	preterm_5_hit_intact	301886	NA	301886	999996	0.301887
2	343	preterm_both_hit_intact	1654	NA	1654	999996	0.001654
2	344	preterm_3_hit_intact	236430	NA	236430	950303	0.248794
2	344	preterm_both_hit_intact	8562	NA	8562	950303	0.00901
2	346	preterm_5_hit_intact	4099	NA	4099	368751	0.011116
2	346	preterm_no_hit_intact	76178	NA	76178	368751	0.206583
2	347	preterm_5_hit_intact	7610	NA	7610	724244	0.010508
2	347	preterm_no_hit_intact	211018	NA	211018	724244	0.291363
2	348	preterm_5_hit_intact	7158	NA	7158	389305	0.018387
2	348	preterm_both_hit_intact	2192	NA	2192	389305	0.005631
2	349	preterm_3_hit_intact	7436	NA	7436	409261	0.018169
2	349	preterm_both_hit_intact	2186	NA	2186	409261	0.005341
1	35	preterm_no_hit_intact	3698	NA	3698	999726	0.003699
2	350	preterm_5_hit_intact	11107	NA	11107	999999	0.011107
2	350	preterm_no_hit_intact	320305	NA	320305	999999	0.320305
2	351	preterm_5_hit_intact	16604	NA	16604	999998	0.016604
2	351	preterm_no_hit_intact	332837	NA	332837	999998	0.332837
2	352	preterm_5_hit_intact	27985	NA	27985	462705	0.060481
2	352	preterm_both_hit_intact	3987	NA	3987	462705	0.008617
2	353	preterm_3_hit_intact	29638	NA	29638	490712	0.060398
2	353	preterm_both_hit_intact	4216	NA	4216	490712	0.008592
2	354	preterm_5_hit_intact	88274	NA	88274	664339	0.132875
2	354	preterm_both_hit_intact	3006	NA	3006	664339	0.004525
2	355	preterm_3_hit_intact	85247	NA	85247	468339	0.18202
2	355	preterm_both_hit_intact	5395	NA	5395	468339	0.011519
2	356	preterm_5_hit_intact	135319	NA	135319	845507	0.160045
2	356	preterm_both_hit_intact	2112	NA	2112	845507	0.002498
2	357	preterm_3_hit_intact	97837	NA	97837	517965	0.188887
2	357	preterm_both_hit_intact	5170	NA	5170	517965	0.009981
2	358	preterm_5_hit_intact	188200	NA	188200	999999	0.1882
2	358	preterm_both_hit_intact	681	NA	681	999999	6.81e-4
2	359	preterm_3_hit_intact	136497	NA	136497	731290	0.186652
2	359	preterm_both_hit_intact	7086	NA	7086	731290	0.00969
1	36	preterm_no_hit_intact	3893	NA	3893	999928	0.003893
2	361	preterm_5_hit_intact	80302	NA	80302	999998	0.080302
2	361	preterm_no_hit_intact	68640	NA	68640	999998	0.06864
2	362	preterm_5_hit_intact	96619	NA	96619	999999	0.096619
2	362	preterm_no_hit_intact	89860	NA	89860	999999	0.08986
2	363	preterm_5_hit_intact	36201	NA	36201	400936	0.090291
2	363	preterm_both_hit_intact	131932	NA	131932	400936	0.329059
2	364	preterm_3_hit_intact	59650	NA	59650	226421	0.263446
2	364	preterm_both_hit_intact	52778	NA	52778	226421	0.233096
2	365	preterm_5_hit_intact	81157	NA	81157	932448	0.087036
2	365	preterm_no_hit_intact	380309	NA	380309	932448	0.407861
2	366	preterm_5_hit_intact	28852	NA	28852	999999	0.028852
2	366	preterm_no_hit_intact	472281	NA	472281	999999	0.472281
2	367	preterm_5_hit_intact	90473	NA	90473	488974	0.185026
2	367	preterm_both_hit_intact	140209	NA	140209	488974	0.286741
2	368	preterm_3_hit_intact	80274	NA	80274	286950	0.279749
2	368	preterm_both_hit_intact	98428	NA	98428	286950	0.343014
2	369	preterm_5_hit_intact	290635	NA	290635	749089	0.387984
2	369	preterm_both_hit_intact	66579	NA	66579	749089	0.08888
1	37	preterm_5_hit_intact	4	NA	4	999946	4e-6
2	370	preterm_3_hit_intact	199912	NA	199912	485058	0.41214
2	370	preterm_both_hit_intact	44891	NA	44891	485058	0.092548
2	371	preterm_5_hit_intact	414695	NA	414695	929939	0.445938
2	371	preterm_both_hit_intact	30698	NA	30698	929939	0.033011
2	372	preterm_3_hit_intact	267833	NA	267833	614981	0.435514
2	372	preterm_both_hit_intact	25377	NA	25377	614981	0.041265
2	373	preterm_5_hit_intact	480887	NA	480887	999999	0.480887
2	373	preterm_both_hit_intact	4053	NA	4053	999999	0.004053
2	374	preterm_3_hit_intact	352141	NA	352141	796627	0.44204
2	374	preterm_both_hit_intact	18099	NA	18099	796627	0.02272
2	376	preterm_5_hit_intact	36683	NA	36683	324877	0.112913
2	376	preterm_no_hit_intact	51466	NA	51466	324877	0.158417
2	377	preterm_5_hit_intact	47561	NA	47561	281901	0.168715
2	377	preterm_no_hit_intact	79716	NA	79716	281901	0.28278
2	378	preterm_5_hit_intact	29782	NA	29782	297021	0.100269
2	378	preterm_both_hit_intact	77562	NA	77562	297021	0.261133
2	379	preterm_3_hit_intact	36236	NA	36236	192986	0.187764
2	379	preterm_both_hit_intact	42117	NA	42117	192986	0.218238
1	38	preterm_3_hit_intact	6	NA	6	999898	6e-6
2	380	preterm_5_hit_intact	29648	NA	29648	999999	0.029648
2	380	preterm_no_hit_intact	453602	NA	453602	999999	0.453602
2	381	preterm_5_hit_intact	27244	NA	27244	999997	0.027244
2	381	preterm_no_hit_intact	465101	NA	465101	999997	0.465102
2	382	preterm_5_hit_intact	83218	NA	83218	452484	0.183914
2	382	preterm_both_hit_intact	102660	NA	102660	452484	0.226881
2	383	preterm_3_hit_intact	63794	NA	63794	296391	0.215235
2	383	preterm_both_hit_intact	69813	NA	69813	296391	0.235543
2	384	preterm_5_hit_intact	260431	NA	260431	693936	0.375295
2	384	preterm_both_hit_intact	52905	NA	52905	693936	0.076239
2	385	preterm_3_hit_intact	151806	NA	151806	415002	0.365795
2	385	preterm_both_hit_intact	28620	NA	28620	415002	0.068963
2	386	preterm_5_hit_intact	380177	NA	380177	883175	0.430466
2	386	preterm_both_hit_intact	25833	NA	25833	883175	0.02925
2	387	preterm_3_hit_intact	197868	NA	197868	519868	0.380612
2	387	preterm_both_hit_intact	17281	NA	17281	519868	0.033241
2	388	preterm_5_hit_intact	460180	NA	460180	999999	0.46018
2	388	preterm_both_hit_intact	3709	NA	3709	999999	0.003709
2	389	preterm_3_hit_intact	258050	NA	258050	667397	0.386651
2	389	preterm_both_hit_intact	14696	NA	14696	667397	0.02202
1	39	preterm_5_hit_intact	24	NA	24	999974	2.4e-5
2	391	preterm_5_hit_intact	9005	NA	9005	147358	0.06111
2	391	preterm_no_hit_intact	43970	NA	43970	147358	0.298389
2	392	preterm_5_hit_intact	10167	NA	10167	246616	0.041226
2	392	preterm_no_hit_intact	120984	NA	120984	246616	0.490575
2	393	preterm_5_hit_intact	13098	NA	13098	189257	0.069207
2	393	preterm_both_hit_intact	9683	NA	9683	189257	0.051163
2	394	preterm_3_hit_intact	17751	NA	17751	103851	0.170927
2	394	preterm_both_hit_intact	8634	NA	8634	103851	0.083138
2	395	preterm_5_hit_intact	21262	NA	21262	999999	0.021262
2	395	preterm_no_hit_intact	473701	NA	473701	999999	0.473701
2	396	preterm_5_hit_intact	27739	NA	27739	999999	0.027739
2	396	preterm_no_hit_intact	471867	NA	471867	999999	0.471867
2	397	preterm_5_hit_intact	38881	NA	38881	283611	0.137092
2	397	preterm_both_hit_intact	9680	NA	9680	283611	0.034131
2	398	preterm_3_hit_intact	40401	NA	40401	143557	0.281428
2	398	preterm_both_hit_intact	12750	NA	12750	143557	0.088815
2	399	preterm_5_hit_intact	108550	NA	108550	432478	0.250995
2	399	preterm_both_hit_intact	5635	NA	5635	432478	0.01303
2	4	preterm_3_hit_intact	267	NA	267	999621	2.67e-4
2	4	preterm_both_hit_intact	11	NA	11	999621	1.1e-5
1	40	preterm_3_hit_intact	24	NA	24	999159	2.4e-5
2	400	preterm_3_hit_intact	87930	NA	87930	321306	0.273664
2	400	preterm_both_hit_intact	7167	NA	7167	321306	0.022306
2	401	preterm_5_hit_intact	154065	NA	154065	530466	0.290433
2	401	preterm_both_hit_intact	3770	NA	3770	530466	0.007107
2	402	preterm_3_hit_intact	126798	NA	126798	425716	0.297846
2	402	preterm_both_hit_intact	8363	NA	8363	425716	0.019645
2	403	preterm_5_hit_intact	266024	NA	266024	800851	0.332176
2	403	preterm_both_hit_intact	1811	NA	1811	800851	0.002261
2	404	preterm_3_hit_intact	163729	NA	163729	536736	0.305046
2	404	preterm_both_hit_intact	11391	NA	11391	536736	0.021223
1	41	preterm_5_hit_intact	30	NA	30	999438	3e-5
1	42	preterm_3_hit_intact	34	NA	34	999908	3.4e-5
1	43	preterm_5_hit_intact	43	NA	43	999923	4.3e-5
1	44	preterm_3_hit_intact	39	NA	39	999597	3.9e-5
2	46	preterm_5_hit_intact	282	NA	282	999798	2.82e-4
2	46	preterm_no_hit_intact	4973	NA	4973	999798	0.004974
2	47	preterm_5_hit_intact	169	NA	169	999974	1.69e-4
2	47	preterm_no_hit_intact	6663	NA	6663	999974	0.006663
2	48	preterm_5_hit_intact	1106	NA	1106	999680	0.001106
2	48	preterm_both_hit_intact	126	NA	126	999680	1.26e-4
2	49	preterm_3_hit_intact	993	NA	993	999755	9.93e-4
2	49	preterm_both_hit_intact	119	NA	119	999755	1.19e-4
2	5	preterm_5_hit_intact	5	NA	5	999797	5e-6
2	5	preterm_no_hit_intact	3881	NA	3881	999797	0.003882
2	50	preterm_5_hit_intact	15	NA	15	999864	1.5e-5
2	50	preterm_no_hit_intact	7778	NA	7778	999864	0.007779
2	51	preterm_5_hit_intact	2	NA	2	999898	2e-6
2	51	preterm_no_hit_intact	7711	NA	7711	999898	0.007712
2	52	preterm_5_hit_intact	2102	NA	2102	999926	0.002102
2	52	preterm_both_hit_intact	83	NA	83	999926	8.3e-5
2	53	preterm_3_hit_intact	1776	NA	1776	999901	0.001776
2	53	preterm_both_hit_intact	53	NA	53	999901	5.3e-5
2	54	preterm_5_hit_intact	2350	NA	2350	999891	0.00235
2	54	preterm_both_hit_intact	16	NA	16	999891	1.6e-5
2	55	preterm_3_hit_intact	1992	NA	1992	999850	0.001992
2	55	preterm_both_hit_intact	18	NA	18	999850	1.8e-5
2	56	preterm_5_hit_intact	2419	NA	2419	999952	0.002419
2	56	preterm_both_hit_intact	3	NA	3	999952	3e-6
2	57	preterm_3_hit_intact	2123	NA	2123	999878	0.002123
2	57	preterm_both_hit_intact	6	NA	6	999878	6e-6
1	58	preterm_5_hit_intact	2332	NA	2332	999642	0.002333
1	59	preterm_3_hit_intact	2163	NA	2163	999722	0.002164
1	6	preterm_no_hit_intact	3890	NA	3890	999983	0.00389
2	61	preterm_5_hit_intact	19	NA	19	999988	1.9e-5
2	61	preterm_no_hit_intact	4063	NA	4063	999988	0.004063
2	62	preterm_5_hit_intact	13	NA	13	999853	1.3e-5
2	62	preterm_no_hit_intact	5938	NA	5938	999853	0.005939
1	63	preterm_5_hit_intact	48	NA	48	999830	4.8e-5
2	64	preterm_3_hit_intact	62	NA	62	999860	6.2e-5
2	64	preterm_both_hit_intact	1	NA	1	999860	1e-6
2	65	preterm_5_hit_intact	5	NA	5	999963	5e-6
2	65	preterm_no_hit_intact	7537	NA	7537	999963	0.007537
2	66	preterm_5_hit_intact	1	NA	1	999977	1e-6
2	66	preterm_no_hit_intact	7744	NA	7744	999977	0.007744
2	67	preterm_5_hit_intact	212	NA	212	999849	2.12e-4
2	67	preterm_both_hit_intact	3	NA	3	999849	3e-6
2	68	preterm_3_hit_intact	232	NA	232	999735	2.32e-4
2	68	preterm_both_hit_intact	3	NA	3	999735	3e-6
2	69	preterm_5_hit_intact	445	NA	445	999854	4.45e-4
2	69	preterm_both_hit_intact	1	NA	1	999854	1e-6
2	7	preterm_5_hit_intact	527	NA	527	999969	5.27e-4
2	7	preterm_both_hit_intact	7	NA	7	999969	7e-6
2	70	preterm_3_hit_intact	417	NA	417	999948	4.17e-4
2	70	preterm_both_hit_intact	5	NA	5	999948	5e-6
2	71	preterm_5_hit_intact	548	NA	548	999854	5.48e-4
2	71	preterm_both_hit_intact	2	NA	2	999854	2e-6
2	72	preterm_3_hit_intact	507	NA	507	999808	5.07e-4
2	72	preterm_both_hit_intact	2	NA	2	999808	2e-6
1	73	preterm_5_hit_intact	527	NA	527	999778	5.27e-4
1	74	preterm_3_hit_intact	527	NA	527	999940	5.27e-4
2	76	preterm_5_hit_intact	2	NA	2	999852	2e-6
2	76	preterm_no_hit_intact	3808	NA	3808	999852	0.003809
1	77	preterm_no_hit_intact	5736	NA	5736	999899	0.005737
1	78	preterm_5_hit_intact	10	NA	10	999902	1e-5
1	79	preterm_3_hit_intact	9	NA	9	999722	9e-6
2	8	preterm_3_hit_intact	496	NA	496	999785	4.96e-4
2	8	preterm_both_hit_intact	5	NA	5	999785	5e-6
2	80	preterm_5_hit_intact	2	NA	2	999887	2e-6
2	80	preterm_no_hit_intact	7389	NA	7389	999887	0.00739
2	81	preterm_5_hit_intact	2	NA	2	999995	2e-6
2	81	preterm_no_hit_intact	7686	NA	7686	999995	0.007686
1	82	preterm_5_hit_intact	29	NA	29	1000002	2.9e-5
1	83	preterm_3_hit_intact	31	NA	31	999784	3.1e-5
1	84	preterm_5_hit_intact	87	NA	87	999972	8.7e-5
1	85	preterm_3_hit_intact	89	NA	89	999978	8.9e-5
1	86	preterm_5_hit_intact	134	NA	134	999939	1.34e-4
1	87	preterm_3_hit_intact	151	NA	151	999998	1.51e-4
1	88	preterm_5_hit_intact	171	NA	171	999999	1.71e-4
1	89	preterm_3_hit_intact	168	NA	168	999940	1.68e-4
2	9	preterm_5_hit_intact	627	NA	627	999922	6.27e-4
2	9	preterm_both_hit_intact	4	NA	4	999922	4e-6
2	91	preterm_5_hit_intact	1200	NA	1200	999999	0.0012
2	91	preterm_no_hit_intact	9356	NA	9356	999999	0.009356
2	92	preterm_5_hit_intact	675	NA	675	999960	6.75e-4
2	92	preterm_no_hit_intact	13102	NA	13102	999960	0.013103
2	93	preterm_5_hit_intact	3910	NA	3910	999975	0.00391
2	93	preterm_both_hit_intact	957	NA	957	999975	9.57e-4
2	94	preterm_3_hit_intact	3465	NA	3465	999904	0.003465
2	94	preterm_both_hit_intact	798	NA	798	999904	7.98e-4
2	95	preterm_5_hit_intact	52	NA	52	999990	5.2e-5
2	95	preterm_no_hit_intact	15251	NA	15251	999990	0.015251
2	96	preterm_5_hit_intact	6	NA	6	999989	6e-6
2	96	preterm_no_hit_intact	15426	NA	15426	999989	0.015426
2	97	preterm_5_hit_intact	6782	NA	6782	999970	0.006782
2	97	preterm_both_hit_intact	487	NA	487	999970	4.87e-4
2	98	preterm_3_hit_intact	5522	NA	5522	1000002	0.005522
2	98	preterm_both_hit_intact	370	NA	370	1000002	3.7e-4
2	99	preterm_5_hit_intact	7714	NA	7714	999941	0.007714
2	99	preterm_both_hit_intact	90	NA	90	999941	9e-5
